key_fr,key_km,scrap_mode,scrap_letter,type,dialect_shiNgazidja,dialect_shiNdzuani,dialect_shiMaore,dialect_shiMwali,dialect_commun,img_link_webformatURL,img_link_previewURL
scandale; déshonneur; honte,âiɓu,KM -> FR,A,n. masc.,âiɓu,,âiɓu,,,,
scarabée,cainamwamba,KM -> FR,C,n. masc.,ikaɓwaɓwa,,,,,https://pixabay.com/get/g4c7747882cf335465fe310699fcb31397810c8471f4b6f08ecc5c9b756e1693d79535ed68edde2358b9549c9dc87917c_640.jpg,https://cdn.pixabay.com/photo/2014/06/04/16/36/man-362150_150.jpg
scie,msimanyo,KM -> FR,M,n. fem.,msimanyo,mshari,,mshari,,https://pixabay.com/get/g35c513a8e839e7e1681978f2044b4dcea3432ac7de2d4ef41da0cfb69e92a829eb63747eea03befa25beb935c69966fa_640.jpg,https://cdn.pixabay.com/photo/2012/03/01/01/42/hands-20333_150.jpg
science,sayansi,FR -> KM,S,n. fem.,sayansi,sayansi,sayansi,sayansi,1.0,https://pixabay.com/get/g308f833277ae3ed73e8242f07dd1a8634a0d0fa6bd31155791dd6ad6cc948e2cb1de9fac833a2b33d2a30ee53b040dc2ef483f21bb94a8023845c61c9edffaed_640.jpg,https://cdn.pixabay.com/photo/2016/03/18/15/02/ufo-1265186_150.jpg
scier,kea (u-),KM -> FR,K,v.,msimanyo,,ukea,,,https://pixabay.com/get/g5b4f74eefaa108c8ebfc85f4f95cb3d0f127f7dc039c0882841d33c336b97edb9d76517dea387318820150c0ae781266_640.jpg,https://cdn.pixabay.com/photo/2012/03/01/01/42/hands-20333_150.jpg
scintiller,vevena (u-),FR -> KM,S,v.,,,uvevena,,,https://pixabay.com/get/g848879de32cc2601e2ecb6fa0ff08dd825981a10f2655c19ad867ca3ccbd944318df0105162b18c0f63dd7e4d0bb3916c62d94c03853b168e9cb9c1798e01aa8_640.jpg,https://cdn.pixabay.com/photo/2017/12/10/13/37/christmas-3009949_150.jpg
scission,mpvasuo,FR -> KM,S,n. fem.,mpvasuo,,,,,https://pixabay.com/get/g729685d380d21cef6b36dd8e6dac38e9bc404b805888783986961d6487716af935e225c4847b025acef2d6107f5f6446a6bdd80a0eab351d6bbecdb16a77af78_640.jpg,https://cdn.pixabay.com/photo/2019/03/07/04/53/perception-4039508_150.jpg
scission; opération,mpvasuo,KM -> FR,M,n. fem.,mpvasuo,,,,,,
scolopendre,trambwi; tramɓu,FR -> KM,S,n. masc.,tramɓu,trambwi,trambwi,,,,
scorpion,ndje,KM -> FR,N,n. masc.,nkaraɓu,hala,nge,,,,
scorpion; attention,hala,KM -> FR,H,n. masc.,nkaraɓu,hala,nge,,,https://pixabay.com/get/g3af8e855c31fba0f145f0e1318ec41618d81a45b16cb94a465930f812cfdf0679881e86d6e828d6492c760d100790e2a_640.jpg,https://cdn.pixabay.com/photo/2014/07/08/20/34/scorpio-387864_150.jpg
sculpter,sihua (u-); swanaîsha (u-),FR -> KM,S,v.,uswanaîsha,,,,,,
sculpter; styliser; modeler,swanaîsha (u-),KM -> FR,S,v.,uswanaîsha,,,,,,
sculpture,nakshi,FR -> KM,S,n. fem.,nakshi,,,,,,
sculpture; gravure,nakshi,KM -> FR,N,n. fem.,nakshi,,,,,https://pixabay.com/get/g70489e0aeb3e3ddf6ecb10ded5d4690337a0f2ad41da2469002a9bf489e1b540646881979f977f99c2060115c0ab0f53e6b6dc37816cbed402b397b978bddf46_640.jpg,https://cdn.pixabay.com/photo/2018/04/16/16/57/egypt-3325170_150.jpg
scène,mimbari,FR -> KM,S,n. fem.,mimbari,,,,,https://pixabay.com/get/g3f3bd662f3f2aeb4dd6b194bf079e839599b2a6c5f833d80f93d6d83bedbd7085cf8e0f085859cf4e02a5de6c1f8977c_640.jpg,https://cdn.pixabay.com/photo/2015/07/09/22/45/tree-838667_150.jpg
se,-dji-,FR -> KM,S,pron. pers.,-dji-,-dji-,-dji-,-dji-,1.0,,
se faire construire une maison,washiwa (u-),FR -> KM,S,v.,uwashiwa,,,,,,
se friper,firiha (u-),FR -> KM,S,v. pron.,,,ufiriha,,,,
se friper; avoir la peau fripée de froid,firiha (u-),KM -> FR,F,v. pron.,,,ufiriha,,,,
"se propager, se répandre",yenea (u-),FR -> KM,S,v.,,,répandre.,,,https://pixabay.com/get/g82ebe572a3b05cf691750dd61770ae9a815388fce8d7d410743ad47783ea6e7fffa3bdbaabc8725a6fe00463c1356d844bdf3f8c0684cb4905c03b51cce41433_640.jpg,https://cdn.pixabay.com/photo/2018/08/06/19/00/map-of-the-world-3588157_150.jpg
"se rassembler, se réunir",ngulidzana (u-),KM -> FR,N,v.,,,ungulidzana,,,,
se réjouir,djipviwa (u-),FR -> KM,S,,,,,,,https://pixabay.com/get/g9359713000e0fe96ce41078bde87a27e4a69993efb44c1a0fbe3b37c1d570386d1e4c61b4bc51b0d2784098c35bb05bf98d1999220288d777dfd722d04605151_640.jpg,https://cdn.pixabay.com/photo/2016/12/02/03/08/people-talking-1876726_150.jpg
Se rétrécir; se rétracter,funia (u-),KM -> FR,F,,,,,,,,
se séparer,tsapushiana (u-),FR -> KM,S,v.,,,utsapushiana,,,,
se tromper,pvewa (u-),KM -> FR,P,v.,(u-),,,,,https://pixabay.com/get/g348bfd2cdb668b2742402303d47c2ebb979b242d7c5d52d025ef2907c2b22b65182dc85620ccc65d5cf99cd315c3f09f2ac86b2c6491e477180df08dcdfd6795_640.jpg,https://cdn.pixabay.com/photo/2016/11/14/03/46/girl-1822525_150.jpg
se vexer,zimbidza (u-),FR -> KM,S,v.,,,uzimbidza,,,,
se; s',-dji-,KM -> FR,D,pron. pers.,-dji-,-dji-,-dji-,-dji-,1.0,,
seau,nɗoo,KM -> FR,N,n. masc.,sio,,sio,sio,,https://pixabay.com/get/g87492cd1454d16b4d1822e2912cd33e60c1f6713d55654757c7f6f9c9ff888ff56f82c391a64798acef1044266d04744ba966728edb775e8726a7d62a011dd8a_640.jpg,https://cdn.pixabay.com/photo/2018/05/26/10/54/strawberries-3431122_150.jpg
sec,-kavu,KM -> FR,K,adj. n. masc.,kavu,,kavu,,,https://pixabay.com/get/g5e772b4725e9a21c53e594d99557c7b3590656d73bcd7e1051d41779f9e58e40ae00780bfbbf9848a00ec29c2a833b02_640.jpg,https://cdn.pixabay.com/photo/2014/11/16/15/15/field-533541_150.jpg
"sec, sèche",-havu,KM -> FR,H,adj.,nkavu,,,,,https://pixabay.com/get/g2ddc8535e79ca1bb1598e99415af863da36770740f861f1f9fe4218c49584fdf3c96c81d81fc4626acdab2eb215f5484_640.jpg,https://cdn.pixabay.com/photo/2014/03/05/21/12/desert-279862_150.jpg
seconde (division de temps),nukta,FR -> KM,S,adj. subst.,nukta,,nukta,,,https://pixabay.com/get/gd8edf60ca0940de8a4446058bca0afbbd3a5c623dbad86c8850067c1ac58c8d084189cc097d566ca52aa6997688225041c59643d41c04df164b24d0fd0ebf1be_640.jpg,https://cdn.pixabay.com/photo/2017/11/27/07/02/time-2980690_150.jpg
seconde (division de temps); virgule (math.),nukta,KM -> FR,N,adj. subst.,nukta,,nukta,,,https://pixabay.com/get/g90e9738e467c8738de64d4579a6714ba5603bc95838ccce60c587d34fe3a1d8636c8ee7d3f711d2686dde1e482bbcf4891e8cdbc91f429d6f38f463fa7957aa9_640.jpg,https://cdn.pixabay.com/photo/2017/11/27/07/02/time-2980690_150.jpg
secouer,tsuha (u-); sekua (u-),FR -> KM,S,v.,utsuha,usekua,utsuha,utsuha,,https://pixabay.com/get/gf187538132c9241a68836e012e434accc934bfe68d0749930e3c72d962bc3e57bf13619149f9e0f3bd269af772e0919ebcb6f41907d5df0207705be9d4744694_640.jpg,https://cdn.pixabay.com/photo/2016/11/29/13/33/cocktails-1869868_150.jpg
secourir,diriki (u-),KM -> FR,D,v.,uumɓisa,udiriki,,,,https://pixabay.com/get/g9c85c24a2019495c3b0b9094ebf52a028ece883d0f7ce50acce84f0facd9babcabda85800c884460b9f51566dce2e2bc46ec23339c2518eb018ef285e9b8b1a3_640.jpg,https://cdn.pixabay.com/photo/2016/11/08/05/20/sunset-1807524_150.jpg
secours,mhuyisho,KM -> FR,M,n. masc.,muumɓiso,,,,,https://pixabay.com/get/g031f886ed6ab2d2484ee8812d173738878f0d9331724e1f2de85d2e53c8d242acc1199797795db30207b0b8513c6417375cbab041bc5f33e6057d532ff28a49c_640.jpg,https://cdn.pixabay.com/photo/2016/11/08/05/20/sunset-1807524_150.jpg
secret,faraha,KM -> FR,F,n. masc. adj.,sitara,faraha,sitara,sitara,,https://pixabay.com/get/geb2874e95543215dfe54f7620d7940dae334a68313c87fcc88f99bc7ce7f831151941cd0b0cea4aed5c07e12164fd0128cf4895bb8f4873ea4132c6f8e5c652c_640.jpg,https://cdn.pixabay.com/photo/2018/02/13/23/41/nature-3151869_150.jpg
secrétaire,msaiɗizi,FR -> KM,S,subst.,msaiɗizi,,,,,,
secrétaire; assistant,msaiɗizi,KM -> FR,M,subst.,msaiɗizi,,,,,,
section,mbawa,KM -> FR,M,n. fem.,sehemu,,,,,https://pixabay.com/get/gbeec45d921a7f04c1cb5b4bbc85c14bb8191f678cb91d3fcbeacc7801390974a58531fe17ea01b240cddfeb84c51dab6365b5bb68849d7c91f980372854d4a8f_640.jpg,https://cdn.pixabay.com/photo/2016/01/25/16/53/jeans-1161035_150.jpg
section du Coran,djuzu,KM -> FR,D,n. fem.,,,juzuu,,,,
sein,ɓele,FR -> KM,S,n. fem.,ɓele,ɓele,ɓele,ɓele,1.0,https://pixabay.com/get/g3f2812a24c0b0ac5be82d67ea7dd13aeb670e52184f310733bf2bf04eca7ae6f46a61b70db5c09cf6d90019da4d930d4_640.jpg,https://cdn.pixabay.com/photo/2014/05/31/08/32/woman-358765_150.jpg
seize,kume na ndraɗaru,KM -> FR,K,adj. n. masc. inv.,ndraɗaru,,,sita,,https://pixabay.com/get/gfe6545b89189e806a468dbd55a0d354ba2ca56a1d478407ed0df5af4a2cedfbe096676dd113999d032e0a6aa540bca13aa224af760220d091e15d0de0279e333_640.png,https://cdn.pixabay.com/photo/2017/01/09/10/35/sweet-sixteen-1965938_150.png
sel,mnyongo,KM -> FR,M,n. masc.,shingo,shingo,shingo,shingo,1.0,https://pixabay.com/get/gfb9f5dd928c2d2c873a8def39ec1303cb7dd8ad8f0f228eb676a02b4efef69b00b45db6c3da71bd2736ea7e0a9e92b49260236ddba1ac0df5cd9fd1ff0bf4a2c_640.jpg,https://cdn.pixabay.com/photo/2018/01/04/07/59/salt-harvesting-3060093_150.jpg
semaine,mfumo,KM -> FR,M,n. fem.,mfumo,,mufumo,mfumo,,https://pixabay.com/get/gde92ae68c5c34580ecdb5ff08d5f5ca67cc8d053a765ea9cfe9f66301ed3196a5c6aea48138b1f32dd592b9b26e57728a1c849bbff862e87b2c9866f492214e2_640.jpg,https://cdn.pixabay.com/photo/2017/01/14/15/11/relaxing-1979674_150.jpg
semence,mbeu; mɓeu,FR -> KM,S,n. fem.,mɓeu,,mbeu,,,,
semence; graine,mbeu,KM -> FR,M,n. fem.,mɓeu,,mbeu,,,https://pixabay.com/get/g9c838e66d6dcd7d4dfbff02866f8a1a63edc770c42c6a23e44dd934f74e6a84a00438f2592e23cfb46a2ebe3f71cf977da0a9e77ca00a84227ce4d822035acff_640.jpg,https://cdn.pixabay.com/photo/2018/05/20/16/13/flower-3416140_150.jpg
semer,wala (u-); taɓu (u-); unga (u-),FR -> KM,S,v.,uwala,uunga,uwala,uwala,,https://pixabay.com/get/g939240601e6543e15469f70746a668b2c07f7a69402baa8c557fc5dee47adffa9c319b27a51cc53fc12c9038b592d9fa_640.jpg,https://cdn.pixabay.com/photo/2015/01/17/13/52/gem-602252_150.jpg
semer la discorde,fitini (u-),FR -> KM,S,v.,ufitini,ufitini,ufitini,ufitini,1.0,,
semer la discorde; trahir; moucharder,fitini (u-),KM -> FR,F,v.,ufitini,ufitini,ufitini,ufitini,1.0,,
semer à la volée,zinza (u-),FR -> KM,S,v.,,,uzinza,,,,
sens (signification),fasiri,KM -> FR,F,n. masc.,fasiri,fasiri,fasiri,fasiri,1.0,https://pixabay.com/get/g7876a0b05e51b6248f1ebce63e7afbe66d6511d18f22e76ef8855eae3c5f82d93b0c4eb19e4a123836b4e7caf477851e_640.jpg,https://cdn.pixabay.com/photo/2014/08/22/01/39/hands-423794_150.jpg
sentier,soo,FR -> KM,S,n. fem.,soo,,,,,https://pixabay.com/get/gde0c5b7718ecbd4d12f2227171bad523460efb5b675e71da05901763b3228f7cd4b84bf191a0f0fc18f4faa4bb12ed05_640.jpg,https://cdn.pixabay.com/photo/2015/06/19/21/24/avenue-815297_150.jpg
sentiment,mahaba; mahaɓa,FR -> KM,S,n. masc.,mahaɓa,mahaɓa,mahaɓa,mahaɓa,1.0,https://pixabay.com/get/g260f1e32076dedbf0e8539d3f2eeb914ec7a967088bad558631d048cb63b76a97dca4c48d5e256254f58c8a374e7711962dc5288a7eb766b9af2bb605d1c710c_640.jpg,https://cdn.pixabay.com/photo/2017/01/27/16/09/people-2013447_150.jpg
sentiment; amour; affection; estime,mahaba,KM -> FR,M,n. masc.,mahaɓa,mahaɓa,mahaɓa,mahaɓa,1.0,,
sentinelle,mgodjezi,FR -> KM,S,n. fem.,mgodjezi,,,,,https://pixabay.com/get/g81019d0f5cbfd9f5cb0b950509869bd315257af99e8882be99f8ff2eb9d3c094eb7944cf60199c869b28ed7c0fa135ec3bfe1940469f7984e81a3ecf85087faa_640.png,https://cdn.pixabay.com/photo/2016/12/12/21/01/girl-1902657_150.png
sentinelle; gardien,mgodjezi,KM -> FR,M,n. fem.,mgodjezi,,,,,,
sentir,hisi (u-); ishia (hw-),FR -> KM,S,v. tra.,hwwishia,,,,,,
sentir (des odeurs),nunka (u-),KM -> FR,N,v.,ununka,ununka,unuka,unuka,,,
sentir (se -),djikia (u-),KM -> FR,D,v. tra.,,udjikia,udjikia,,,,
sentir bon,nuka (u-) fetre,KM -> FR,N,v.,,fetre,fetre,,,https://pixabay.com/get/g16d6dd7dea0caa83a6671f6ce8a7f4814caad0e434981e7ab65802058a546969ca20fca5a94fdfe91c0f0a39f195c5dd77bd2bc701f7adf64c29b634b6e55f99_640.jpg,https://cdn.pixabay.com/photo/2017/11/26/15/16/smiley-2979107_150.jpg
sentir mauvais,nuka nai (u-),KM -> FR,N,v.,,,nai,,,https://pixabay.com/get/gf99cd7f1c2122fd2da5cf9b2fd953d41717fe03aaabd75f4025f091dba0725689d0b456a340137db5334b87ba56a7ccdb6af1b31616997f79c4b553499dd91dc_640.jpg,https://cdn.pixabay.com/photo/2020/02/13/15/14/minimalism-4846000_150.jpg
sept,nfukare,KM -> FR,N,adj. n. masc. inv.,nfukare,saɓa,saɓa,saɓa,,,
septembre,septambru,FR -> KM,S,n. masc.,,,septambru,,,https://pixabay.com/get/gf51f2bc27fdb8313be9c6b0f01e9d617efdefe54808e22c2d451b9ac756347264dd2d195b9d76d711f5db1384f6dca1f6c7e560fc3bef37ef05ef2b4a4694326_640.jpg,https://cdn.pixabay.com/photo/2017/08/18/18/50/sheet-music-2656005_150.jpg
septième,-a saɓa,KM -> FR,A,adj. n. masc.,,,saɓa,,,,
seringue,sindanu; sindzano,FR -> KM,S,n. fem.,sindzano,,sindzano,,,https://pixabay.com/get/geaf6bc0fdf714bb2dc7790ec447d4eb6b8d1e9cbc4d937e9448ce7fbcb34b9857103ab7e15da3b5f6eeee570aa39c1d38680ea2bfda9a9bb02e108d29b1f9ce5_640.jpg,https://cdn.pixabay.com/photo/2016/12/05/19/49/syringe-1884784_150.jpg
serment,ilapvo,KM -> FR,I,n. masc.,ilapvo,,,,,,
serpent,hanasi,KM -> FR,H,n. masc.,nyoha,nyoha,nyoha,nyoha,1.0,,
serrer,samiza (u-); sasanya (u-); uma (u-); haza (u-),FR -> KM,S,v.,uuma,,,uhaza,,https://pixabay.com/get/gdad3da144b577be6c85c5981eca598e0bda12957337d5b56b1b86faa35bb156d5fbe02e7da4996da5b180665c9407de2d5645a1ea6defe4e858f674a8efd6026_640.jpg,https://cdn.pixabay.com/photo/2020/04/06/11/22/seedling-5009286_150.jpg
serrer; nouer (fortement),haza (u-),KM -> FR,H,v.,uuma,,,uhaza,,https://pixabay.com/get/g9d7bcce341ed7b541222ac63263b5c67d11058016a19f3c9801f1b1ed564c7e70403e07b93667963103058e42153f5382be4b1559d3e18071524c4577a4126d0_640.jpg,https://cdn.pixabay.com/photo/2015/12/27/21/38/knot-1110536_150.jpg
serrer; piquer; pincer,uma (u-),KM -> FR,U,v.,uuma,,,uhaza,,,
serrer; étreindre ,sasanya (u-),KM -> FR,S,v.,uuma,,,uhaza,,,
serrure,itasa,KM -> FR,I,n. fem.,itasa,shitasa,,,,https://pixabay.com/get/g14be30d5f960cad69805d3fcab39fa5617306aa5392d3aed313af4c8c4c5fb65730df7e15ee63e455e0c319fc6b5263a_640.jpg,https://cdn.pixabay.com/photo/2014/08/26/21/29/padlock-428549_150.jpg
serré (être -),samia (u-),FR -> KM,S,v.,usamia,,,,,https://pixabay.com/get/g55022134817584398cf041b16b84fbdd51b62cf58ca3116f9658309e27657558eef5eb44d59c4b9cfd198f3a26f351dab6f6f3058df5422749b2b712c126672a_640.jpg,https://cdn.pixabay.com/photo/2018/01/11/21/27/laptop-3076957_150.jpg
servante,mdjahazi; mdjakazi,FR -> KM,S,n. fem.,mdjahazi,,mdjakazi,,,https://pixabay.com/get/g48a55f1e259ea2498a4a4a7c3510c71ee7144015ddf973f24b34885a605b8848cace73311cd4c7ccb4d58723587a775aae3548b5057d9d28dea65a177cda7017_640.jpg,https://cdn.pixabay.com/photo/2017/01/30/13/49/pancakes-2020863_150.jpg
serveur,mhanɗazi,FR -> KM,S,adj. n. masc.,mhanɗazi,,,,,https://pixabay.com/get/gb468c448e6b1cc62634e975dc3100391b948bbff99fbc8a9e131f7077248aec90185e285bfb2f4f5c9a4715abab3c837c0a17e9b10bc0c222c46af6ea0668966_640.jpg,https://cdn.pixabay.com/photo/2018/05/08/08/44/artificial-intelligence-3382507_150.jpg
serveur; distributeur (pers.),mhanɗazi,KM -> FR,M,adj. n. masc.,mhanɗazi,,,,,https://pixabay.com/get/g3172c0506ee6ef0133ef0a81b1b5790289847a44efbc5ef0dd28c7b32f47206fbfb88ddbbec309b9a78360655831b61953e33ec6187f46939600e5e01b019f35_640.jpg,https://cdn.pixabay.com/photo/2017/02/13/22/27/switch-2064089_150.jpg
service,msaâɗa,FR -> KM,S,n. masc.,msaâɗa,,,,,https://pixabay.com/get/g5d5309a8c268dbd5d17e6b444b2468a2c87d418a5c647167de18e822812d1d098b880aee1ee03770fd49c269d14c176f17237f0a2cb57f31e1f7cd9284fca4eb_640.jpg,https://cdn.pixabay.com/photo/2018/01/06/07/53/social-3064515_150.jpg
service; assistance; aide,msaâɗa,KM -> FR,M,n. masc.,msaâɗa,,,,,https://pixabay.com/get/ged15a7e4fc860b30bd57efdbd1fd5d07d13e493fce59e897f28f76dcd5c707508d51b056c601d9bc2ccf616ce3df97da658672a083ac69d542b229c0d6bd9b31_640.jpg,https://cdn.pixabay.com/photo/2016/07/04/02/37/question-mark-1495858_150.jpg
servir (décharger la nourriture de la marmite à l’assiette),pvahua (u-),FR -> KM,S,v.,upvahua,upvahua,upvahua,upvahua,1.0,https://pixabay.com/get/g8f47a690eb48e1af3313b98e006191c296956c3f62fb95a841fe7b22f218ada27f65c328d2097bb58a244b7754af3e26b80a84cb1b18c745691d01384c03a2ab_640.jpg,https://cdn.pixabay.com/photo/2017/01/30/13/49/pancakes-2020863_150.jpg
servir de,rumia (u-),FR -> KM,S,v. tra.,urumia,,urumia,,,https://pixabay.com/get/g058d04387737704478eab561e09533865322ceda90d23ee70ce02592c40aec7a2b0cd00d7ef758c9ad763c33c349832495bdcddd295deed1543eade99d0a6877_640.jpg,https://cdn.pixabay.com/photo/2017/01/30/13/49/pancakes-2020863_150.jpg
servir le repas,kariɓisha (u-); lahiki (u-); vahua (u-),FR -> KM,S,v.,ulahiki,ulahiki,ulahiki,ulahiki,1.0,https://pixabay.com/get/g68f37a58fbd2be548ffac4387718a572fd973780054111fe389bae10b696be7917964a3a46f5ef4509ba29bef5eefa0b09812ed6be50e7685b8078c290a2f4bf_640.jpg,https://cdn.pixabay.com/photo/2017/01/30/13/49/pancakes-2020863_150.jpg
servir le repas à,vahulia (u-),FR -> KM,S,v.,,,uvahulia,,,https://pixabay.com/get/g0df152128cca0672e316cd71d6528a5f31774e475cc804ece58fee169030d2c87009673609ad303813e231ab138ac11b9f40abfa159b45347ab4a5e5305efb91_640.jpg,https://cdn.pixabay.com/photo/2017/01/30/13/49/pancakes-2020863_150.jpg
servir à boire,sariɓia (u-),FR -> KM,S,v.,usariɓia,,usariɓia,,,https://pixabay.com/get/g44222293b5f5f8da5d696a70278282cb02d05ee88d18dec9ef5ddf6a609d4b89cf427740a86daa921de80fead42fc8ecbd1ce61ce7ed2355eedcad42f98c4cef_640.jpg,https://cdn.pixabay.com/photo/2018/06/09/17/55/jug-3464829_150.jpg
servir à manger,eleshea (u-),KM -> FR,E,v.,hweleshea,,,,,https://pixabay.com/get/gf7c321c2bab78fc93cbf915ae4e62f263c4ec1e4c57a25f655ee298396bb978ea2be63c1b66dc3aa97b3f640edf34f2d_640.jpg,https://cdn.pixabay.com/photo/2014/10/02/02/13/bowl-469295_150.jpg
serviteur,mrumishi; boi,FR -> KM,S,n. masc.,mrumishi,boi,boi,,,https://pixabay.com/get/ga074a656224ac9134b07630f4ddf1fd22749a32080be7301aed0fc4bcce61bf26b919eac630456c7bf715f2a55f780ce_640.jpg,https://cdn.pixabay.com/photo/2014/10/31/17/41/dancing-dave-minion-510835_150.jpg
serviteur; employé,mrumishi,KM -> FR,M,n. masc.,mrumishi,boi,boi,,,https://pixabay.com/get/ga20cfad600be76a56a3146b9008e2c1bd2e39bc41be0dda12e013a415319d4ae464be3a190d583b391a66c11f9cfba39_640.jpg,https://cdn.pixabay.com/photo/2014/09/01/11/42/man-432709_150.jpg
ses,yahe,FR -> KM,S,adj. poss.,,,yahe,,,https://pixabay.com/get/ga3ee6210cde1923eba98fbee766c4a7e5ec86fc09c2ec3c0fa863e65d2cb4eb42b848fa626890743b308a4935f0cd3a0_640.jpg,https://cdn.pixabay.com/photo/2013/11/01/11/13/dolphin-203875_150.jpg
seul,weke,FR -> KM,S,adj. subst.,,weke,weke,,,https://pixabay.com/get/g5f46fb768534192c810ee29279338503e5eae44b5b4c1ccbadf9c6219b085bb5df889fb814a52af2e0e534da5a035281cb600f3359da79458b5c76785aba084e_640.jpg,https://cdn.pixabay.com/photo/2018/05/22/14/00/girl-3421489_150.jpg
seulement,tu,FR -> KM,S,n. fem.,tu,tu,tu,,,https://pixabay.com/get/gbebfdba931d11eeecac6bb858acfae54172b5222e7abdb173f0c15021bd913e4a35f1b85870b9da40b8a60eabca97a42db8630d52a520cbb9a73bf5b3a23f486_640.jpg,https://cdn.pixabay.com/photo/2018/05/22/14/00/girl-3421489_150.jpg
sevrer,funga dziya (u-),FR -> KM,S,v.,,,dziya,,,https://pixabay.com/get/gde5705325e9d6f9a99048345b2caa5b1892bcce5b69d82e0518d23f62a4a1569d48fbb494a0b5add5667f3711c6d12253cc78b8e49d3ac690f63a5a19f43d115_640.jpg,https://cdn.pixabay.com/photo/2018/07/26/09/08/open-pit-mining-3563130_150.jpg
sevrer; arrêter de têter,funga dziya (u-),KM -> FR,F,v.,,,dziya,,,,
sexe féminin,nfinyizo,KM -> FR,N,n. masc.,nfinyizo,,,,,,
Seychelles,Sesheli,FR -> KM,S,n. prop.,Sesheli,Sesheli,Sesheli,Sesheli,1.0,,
seychellois,mSesheli,KM -> FR,M,n. masc.,mSesheli,mSesheli,mSesheli,mSesheli,1.0,https://pixabay.com/get/g771e2b5be48418907eb892215593e95d9f37bdb7492b6d8cedd9cb97cd389c8bcb0a9d59e2bc51b7d4eb971c9a9cf8b5_640.png,https://cdn.pixabay.com/photo/2015/03/06/23/13/seychelles-662481_150.png
shoes,goshi,FR -> KM,S,n. fem.,,goshi,goshi,goshi,,https://pixabay.com/get/g828cf74ceca04e4956e03ea657f2e1a7fb4a4780374d76043ad27a6371848180e539cfbde279f6e68a3044b7fc74b108_640.jpg,https://cdn.pixabay.com/photo/2014/09/03/20/15/shoes-434918_150.jpg
short,kiloti,KM -> FR,K,n. masc.,kiloti,kaliso,,kaliso,,https://pixabay.com/get/gcf9645f3442a22033e52f1f5eed0fb8ca49058630d3d9b44dda422b9d0aa5edf0e55e71556b168e949ebd970de163c53f0a9a86828476330c5de7e9b1561719a_640.jpg,https://cdn.pixabay.com/photo/2016/10/01/18/03/sports-1708051_150.jpg
si,djeli,KM -> FR,D,conj.,enge,nahika,neka,,,https://pixabay.com/get/g2c75b15d923aa875106c61ce60e0e30f8491d5e58bf6f8b7d11e032ac848b0e702e1f908aed18795fe77833cc1172532_640.jpg,https://cdn.pixabay.com/photo/2014/09/27/17/30/waterfalls-463925_150.jpg
si ce n'est,mpaka,FR -> KM,S,loc. conj.,mpaka,mpaka,mpaka,mpaka,1.0,,
sifflement,unuzi,FR -> KM,S,n. masc.,unuzi,,,,,,
siffler,ra nɗuzi (hu-),KM -> FR,R,v.,uvuzia,,,,,https://pixabay.com/get/gbb2620f3f4fe183975f32bea50e095f47e728f46d072831a15af59e97efc9746d919f2e15a350c4a8ba79a7684bf641c_640.jpg,https://cdn.pixabay.com/photo/2012/02/27/16/57/cat-17430_150.jpg
sifflet,ndumari,KM -> FR,N,n. masc.,ndumari,,nzumari,,,https://pixabay.com/get/gae31e19bb79feb36b67017bdcec195c6ebd7dd87ee48d55889611eb4db10dc536c1ca162269798f5f6e1a1eca03a16a1c4d3424cce57b7cde9e1f49e3e845b5f_640.png,https://cdn.pixabay.com/photo/2018/07/23/10/05/judge-3556460_150.png
signe,alama,FR -> KM,S,n. masc.,alama,,,,,https://pixabay.com/get/g5dd67d7cec7b349fc3f5e617f61ce9d91b6654c546e790e7dcca9ef4166d286b23b7813ad99a5d08e6c550e72380ec37d059c450fcf1cd8f7561cd392e7594ec_640.png,https://cdn.pixabay.com/photo/2020/10/14/18/35/sign-post-5655110_150.png
signifier,fasiri (u-); faswiri (u-),FR -> KM,S,v.,ufasiri,ufasiri,ufasiri,ufasiri,1.0,https://pixabay.com/get/g1c29dd7d0e372fd2fde3d92551a1d16db71e2c2afea9d0a05d7e59ab6361737e537252c330ca37de5257e8e3e943d8c0_640.jpg,https://cdn.pixabay.com/photo/2014/02/25/10/59/angry-man-274175_150.jpg
signifier; définir,fasiri (u-),KM -> FR,F,v.,ufasiri,ufasiri,ufasiri,ufasiri,1.0,,
silencieux (pers.),iɗuku,KM -> FR,I,adj. subst.,iɗuku,,,,,,
silencieux (être -),rua (u-),FR -> KM,S,v. tra.,urua,,,urua,,https://pixabay.com/get/g5f99f7c6e7863aa8236d55e1c7557e3f2d69c626fe0390ecd72e3cfd2908c31771129cb4a9688b1712d8ed26a58a9ca9_640.jpg,https://cdn.pixabay.com/photo/2013/05/12/18/55/balance-110850_150.jpg
silencieux (être -); taire (se -),rua (u-),KM -> FR,R,v. tra.,urua,,,urua,,https://pixabay.com/get/ga8c70b39fa7f2f0b1cf472db54f12ae8839c3c8da4d8fd4f4ed3e843961151c3c4d25ccb0db10cba6281707edda5d85c_640.jpg,https://cdn.pixabay.com/photo/2013/05/12/18/55/balance-110850_150.jpg
simple,-angu,FR -> KM,S,adj. n. masc.,-angu,-angu,-angu,-angu,1.0,https://pixabay.com/get/gb94229b7e385dfedf3ce514097c5bfa85ea43656ed8de252cf24621417b59c1145cdd74dd1c60bb5d66b9c4dc287c5ef_640.jpg,https://cdn.pixabay.com/photo/2015/04/19/08/32/marguerite-729510_150.jpg
