key_fr,key_km,scrap_mode,scrap_letter,type,dialect_shiNgazidja,dialect_shiNdzuani,dialect_shiMaore,dialect_shiMwali,dialect_commun
scission; opération,mpvasuo,KM -> FR,M,n. fem.,mpvasuo,,,,
scolopendre,trambwi; tramɓu,FR -> KM,S,n. masc.,tramɓu,trambwi,trambwi,,
scorpion,ndje,KM -> FR,N,n. masc.,nkaraɓu,hala,nge,,
scorpion; attention,hala,KM -> FR,H,n. masc.,nkaraɓu,hala,nge,,
sculpter,sihua (u-); swanaîsha (u-),FR -> KM,S,v.,uswanaîsha,,,,
sculpter; styliser; modeler,swanaîsha (u-),KM -> FR,S,v.,uswanaîsha,,,,
sculpture,nakshi,FR -> KM,S,n. fem.,nakshi,,,,
sculpture; gravure,nakshi,KM -> FR,N,n. fem.,nakshi,,,,
scène,mimbari,FR -> KM,S,n. fem.,mimbari,,,,
se,-dji-,FR -> KM,S,pron. pers.,-dji-,-dji-,-dji-,-dji-,1.0
se faire construire une maison,washiwa (u-),FR -> KM,S,v.,uwashiwa,,,,
se friper,firiha (u-),FR -> KM,S,v. pron.,,,ufiriha,,
se friper; avoir la peau fripée de froid,firiha (u-),KM -> FR,F,v. pron.,,,ufiriha,,
"se propager, se répandre",yenea (u-),FR -> KM,S,v.,,,répandre.,,
"se rassembler, se réunir",ngulidzana (u-),KM -> FR,N,v.,,,ungulidzana,,
se réjouir,djipviwa (u-),FR -> KM,S,,,,,,
Se rétrécir; se rétracter,funia (u-),KM -> FR,F,,,,,,
se séparer,tsapushiana (u-),FR -> KM,S,v.,,,utsapushiana,,
se tromper,pvewa (u-),KM -> FR,P,v.,(u-),,,,
se vexer,zimbidza (u-),FR -> KM,S,v.,,,uzimbidza,,
se; s',-dji-,KM -> FR,D,pron. pers.,-dji-,-dji-,-dji-,-dji-,1.0
seau,nɗoo,KM -> FR,N,n. masc.,sio,,sio,sio,
sec,-kavu,KM -> FR,K,adj. n. masc.,kavu,,kavu,,
"sec, sèche",-havu,KM -> FR,H,adj.,nkavu,,,,
seconde (division de temps),nukta,FR -> KM,S,adj. subst.,nukta,,nukta,,
seconde (division de temps); virgule (math.),nukta,KM -> FR,N,adj. subst.,nukta,,nukta,,
secouer,tsuha (u-); sekua (u-),FR -> KM,S,v.,utsuha,usekua,utsuha,utsuha,
secourir,diriki (u-),KM -> FR,D,v.,uumɓisa,udiriki,,,
secours,mhuyisho,KM -> FR,M,n. masc.,muumɓiso,,,,
secret,faraha,KM -> FR,F,n. masc. adj.,sitara,faraha,sitara,sitara,
secrétaire,msaiɗizi,FR -> KM,S,subst.,msaiɗizi,,,,
secrétaire; assistant,msaiɗizi,KM -> FR,M,subst.,msaiɗizi,,,,
section,mbawa,KM -> FR,M,n. fem.,sehemu,,,,
section du Coran,djuzu,KM -> FR,D,n. fem.,,,juzuu,,
sein,ɓele,FR -> KM,S,n. fem.,ɓele,ɓele,ɓele,ɓele,1.0
seize,kume na ndraɗaru,KM -> FR,K,adj. n. masc. inv.,ndraɗaru,,,sita,
sel,mnyongo,KM -> FR,M,n. masc.,shingo,shingo,shingo,shingo,1.0
semaine,mfumo,KM -> FR,M,n. fem.,mfumo,,mufumo,mfumo,
semence,mbeu; mɓeu,FR -> KM,S,n. fem.,mɓeu,,mbeu,,
semence; graine,mbeu,KM -> FR,M,n. fem.,mɓeu,,mbeu,,
semer,wala (u-); taɓu (u-); unga (u-),FR -> KM,S,v.,uwala,uunga,uwala,uwala,
semer la discorde,fitini (u-),FR -> KM,S,v.,ufitini,ufitini,ufitini,ufitini,1.0
semer la discorde; trahir; moucharder,fitini (u-),KM -> FR,F,v.,ufitini,ufitini,ufitini,ufitini,1.0
semer à la volée,zinza (u-),FR -> KM,S,v.,,,uzinza,,
sens (signification),fasiri,KM -> FR,F,n. masc.,fasiri,fasiri,fasiri,fasiri,1.0
sentier,soo,FR -> KM,S,n. fem.,soo,,,,
sentiment,mahaba; mahaɓa,FR -> KM,S,n. masc.,mahaɓa,mahaɓa,mahaɓa,mahaɓa,1.0
sentiment; amour; affection; estime,mahaba,KM -> FR,M,n. masc.,mahaɓa,mahaɓa,mahaɓa,mahaɓa,1.0
sentinelle,mgodjezi,FR -> KM,S,n. fem.,mgodjezi,,,,
sentinelle; gardien,mgodjezi,KM -> FR,M,n. fem.,mgodjezi,,,,
sentir,hisi (u-); ishia (hw-),FR -> KM,S,v. tra.,hwwishia,,,,
sentir (des odeurs),nunka (u-),KM -> FR,N,v.,ununka,ununka,unuka,unuka,
sentir (se -),djikia (u-),KM -> FR,D,v. tra.,,udjikia,udjikia,,
sentir bon,nuka (u-) fetre,KM -> FR,N,v.,,fetre,fetre,,
sentir mauvais,nuka nai (u-),KM -> FR,N,v.,,,nai,,
sept,nfukare,KM -> FR,N,adj. n. masc. inv.,nfukare,saɓa,saɓa,saɓa,
septembre,septambru,FR -> KM,S,n. masc.,,,septambru,,
septième,-a saɓa,KM -> FR,A,adj. n. masc.,,,saɓa,,
seringue,sindanu; sindzano,FR -> KM,S,n. fem.,sindzano,,sindzano,,
serment,ilapvo,KM -> FR,I,n. masc.,ilapvo,,,,
serpent,hanasi,KM -> FR,H,n. masc.,nyoha,nyoha,nyoha,nyoha,1.0
serrer,samiza (u-); sasanya (u-); uma (u-); haza (u-),FR -> KM,S,v.,uuma,,,uhaza,
serrer; nouer (fortement),haza (u-),KM -> FR,H,v.,uuma,,,uhaza,
serrer; piquer; pincer,uma (u-),KM -> FR,U,v.,uuma,,,uhaza,
serrer; étreindre ,sasanya (u-),KM -> FR,S,v.,uuma,,,uhaza,
serrure,itasa,KM -> FR,I,n. fem.,itasa,shitasa,,,
serré (être -),samia (u-),FR -> KM,S,v.,usamia,,,,
servante,mdjahazi; mdjakazi,FR -> KM,S,n. fem.,mdjahazi,,mdjakazi,,
serveur,mhanɗazi,FR -> KM,S,adj. n. masc.,mhanɗazi,,,,
serveur; distributeur (pers.),mhanɗazi,KM -> FR,M,adj. n. masc.,mhanɗazi,,,,
service,msaâɗa,FR -> KM,S,n. masc.,msaâɗa,,,,
service; assistance; aide,msaâɗa,KM -> FR,M,n. masc.,msaâɗa,,,,
servir (décharger la nourriture de la marmite à l’assiette),pvahua (u-),FR -> KM,S,v.,upvahua,upvahua,upvahua,upvahua,1.0
servir de,rumia (u-),FR -> KM,S,v. tra.,urumia,,urumia,,
servir le repas,kariɓisha (u-); lahiki (u-); vahua (u-),FR -> KM,S,v.,ulahiki,ulahiki,ulahiki,ulahiki,1.0
servir le repas à,vahulia (u-),FR -> KM,S,v.,,,uvahulia,,
servir à boire,sariɓia (u-),FR -> KM,S,v.,usariɓia,,usariɓia,,
servir à manger,eleshea (u-),KM -> FR,E,v.,hweleshea,,,,
serviteur,mrumishi; boi,FR -> KM,S,n. masc.,mrumishi,boi,boi,,
serviteur; employé,mrumishi,KM -> FR,M,n. masc.,mrumishi,boi,boi,,
ses,yahe,FR -> KM,S,adj. poss.,,,yahe,,
seul,weke,FR -> KM,S,adj. subst.,,weke,weke,,
seulement,tu,FR -> KM,S,n. fem.,tu,tu,tu,,
sevrer,funga dziya (u-),FR -> KM,S,v.,,,dziya,,
sevrer; arrêter de têter,funga dziya (u-),KM -> FR,F,v.,,,dziya,,
sexe féminin,nfinyizo,KM -> FR,N,n. masc.,nfinyizo,,,,
Seychelles,Sesheli,FR -> KM,S,n. prop.,Sesheli,Sesheli,Sesheli,Sesheli,1.0
seychellois,mSesheli,KM -> FR,M,n. masc.,mSesheli,mSesheli,mSesheli,mSesheli,1.0
shoes,goshi,FR -> KM,S,n. fem.,,goshi,goshi,goshi,
short,kiloti,KM -> FR,K,n. masc.,kiloti,kaliso,,kaliso,
si,djeli,KM -> FR,D,conj.,enge,nahika,neka,,
si ce n'est,mpaka,FR -> KM,S,loc. conj.,mpaka,mpaka,mpaka,mpaka,1.0
sifflement,unuzi,FR -> KM,S,n. masc.,unuzi,,,,
siffler,ra nɗuzi (hu-),KM -> FR,R,v.,uvuzia,,,,
sifflet,ndumari,KM -> FR,N,n. masc.,ndumari,,nzumari,,
signe,alama,FR -> KM,S,n. masc.,alama,,,,
signifier,fasiri (u-); faswiri (u-),FR -> KM,S,v.,ufasiri,ufasiri,ufasiri,ufasiri,1.0
signifier; définir,fasiri (u-),KM -> FR,F,v.,ufasiri,ufasiri,ufasiri,ufasiri,1.0
silencieux (pers.),iɗuku,KM -> FR,I,adj. subst.,iɗuku,,,,
silencieux (être -),rua (u-),FR -> KM,S,v. tra.,urua,,,urua,
silencieux (être -); taire (se -),rua (u-),KM -> FR,R,v. tra.,urua,,,urua,
simple,-angu,FR -> KM,S,adj. n. masc.,-angu,-angu,-angu,-angu,1.0
simple; léger,-angu,KM -> FR,A,adj. n. masc.,-angu,-angu,-angu,-angu,1.0
simplifier,angusa (u-),KM -> FR,A,v.,hwangusa,,,,
sincère,-a inswafi,FR -> KM,S,adj.,inswafi,,,,
sincère; authentique,-a inswafi,KM -> FR,A,adj.,inswafi,,,,
singe,djakwe,KM -> FR,D,n. masc.,nkima,djakwe,djakwe,,
sirop,ndjizi,FR -> KM,S,n. masc.,ndjizi,,,,
sirop; suc (fruit),ndjizi,KM -> FR,N,n. masc.,ndjizi,,,,
sisal,kitani,FR -> KM,S,n. masc.,kitani,,kitani,,
sisal; aloès,kitani,KM -> FR,K,n. masc.,kitani,,kitani,,
situation,hali,FR -> KM,S,n. fem.,hali,,hali,,
six,ndraɗaru,KM -> FR,N,n. fem.,sita,sita,sita,sita,1.0
sixième,-a ranɗaru,KM -> FR,A,adj. num.,ranɗaru,,,,
siècle,karne,KM -> FR,K,n. masc.,karne,,karne,,
slip,silipo,FR -> KM,S,n. masc.,silipo,,,,
slogan,ntsimo,FR -> KM,S,,,,,,
slogan ,ntsimo,KM -> FR,N,,,,,,
sociable,mlemengu,KM -> FR,M,adj.,mlemengu,,,,
socialisme,udjamaa,FR -> KM,S,n. fem.,udjamaa,,,,
socialiste,-a kinantsi,KM -> FR,A,adj. n. masc. inv.,udjamaa,,,,
société,djamaa; shirika,FR -> KM,S,n. fem.,djamaa,djamaa,djamaa,djamaa,1.0
sodomie,fwitri,KM -> FR,F,n. fem.,liwatwi,fwitri,,,
sodomiser,fira (u-),FR -> KM,S,v. tra.,ufira,,,ufira,
soeur,mwananya mutrumama,KM -> FR,M,n. fem.,mwananya,,mutrumama,mwananya,
soeur (ainée),mantiti,KM -> FR,M,n. fem.,,,,mantiti,
soeur aînée de la mère,mamaɓole,FR -> KM,S,n. fem.,,,mamaɓole,,
soeur cadette de la mère,mamatiti,FR -> KM,S,n. fem.,,,mamatiti,,
soie,hariri,KM -> FR,H,n. fem.,sua,,hariri,,
soif,nyora,FR -> KM,S,n. fem.,nyora,nyora,nyora,nyora,1.0
soif; étoile; destinée,nyora,KM -> FR,N,n. fem.,nyora,nyora,nyora,nyora,1.0
soigner,vonesa (u-),FR -> KM,S,v.,,,uvonesa,,
soigner (qqun),zihira (u-),FR -> KM,S,v. tra.,uzihira,,uzihira,,
soigner (se -),djitwiɓu (u-),KM -> FR,D,v. tra.,udjitwiɓu,,,,
soir,masihu; uku,FR -> KM,S,n. masc.,masihu,uku,uku,uku,
soit,imma,KM -> FR,I,conj.,imma,,,,
soixante,mengo miranɗaru,KM -> FR,M,adj. inv. n. masc.,miranɗaru,sitini,sitini,sitini,
soixante-dix,mengo mfukare,KM -> FR,M,adj. inv. n. masc.,mfukare,saɓwini,saɓwini,saɓiini,
soja blanc,tsandzi ndjeu,FR -> KM,S,n. masc.,,,ndjeu,,
soja roux,tsandzi moro,FR -> KM,S,n. masc.,,,moro,,
sol,montsi,FR -> KM,S,n. masc.,montsi,,,montsi,
soldat,soroɗa,FR -> KM,S,n. masc.,soroɗa,soroɗa,soroɗa,soroɗa,1.0
soldat; guerrier,soroɗa,KM -> FR,S,n. masc.,soroɗa,soroɗa,soroɗa,soroɗa,1.0
soleil,djua,KM -> FR,D,n. masc.,djua,jua,jua,djua,
Soleil (astre),shamsi,FR -> KM,S,,,,,,
Soleil (astre) ,shamsi,KM -> FR,S,,,,,,
solide,djaɗiɗi; -huhuru,FR -> KM,S,adj.,djaɗiɗi,djaɗiɗi,djaɗiɗi,djaɗiɗi,1.0
solide; raide,-huhuru,KM -> FR,H,adj.,djaɗiɗi,djaɗiɗi,djaɗiɗi,djaɗiɗi,1.0
solitaire (être -),djitenguwa (u-),KM -> FR,D,v.,udjitenguwa,,,,
solution,taratiɓu,FR -> KM,S,n. fem.,taratiɓu,,taratiɓu,,
solution; procédé,taratiɓu,KM -> FR,T,n. fem.,taratiɓu,,taratiɓu,,
solutionner,tartiɓisha (u-),FR -> KM,S,v.,utartibisha,,utartibisha,,
sombrer,zama (u-),FR -> KM,S,v.,uzama,,,,
somme,djimla,FR -> KM,S,n. fem.,djimla,,djimla,,
somme; total,djimla,KM -> FR,D,n. fem.,djimla,,djimla,,
sommeil,ntsindzi,KM -> FR,N,n. masc.,ruku,usindizi,tsinzi,ntsindzi,
sommeil (avoir -),sindziha (u-),FR -> KM,S,v.,,usindziha,,,
sommeil (avoir -); somnoler,sindziha (u-),KM -> FR,S,v.,,usindziha,,,
somnoler,tsoma (u-); sindziha (u-),FR -> KM,S,v.,utsoma,usindziha,,,
son,lahe; -ahahe; yahe,FR -> KM,S,adj. poss.,lahe,lahe,yahe,,
son (air),ngono,FR -> KM,S,n. masc.,ngono,,ngono,,
son (air); bruit,ngono,KM -> FR,N,n. masc.,ngono,,ngono,,
son excellence,mheshimiwa,KM -> FR,M,loc.,mheshimiwa,,,,
son épouse,mhaziye,KM -> FR,M,loc.,mhaziye,,,,
son; sa,lahe,KM -> FR,L,adj. poss.,lahe,lahe,yahe,,
son; sa; ses,yahe,KM -> FR,Y,adj. poss.,lahe,lahe,yahe,,
songe (plante),jimbi,FR -> KM,S,n. fem.,,jimbi,jimbi,,
sonner,sone (u-),FR -> KM,S,v.,,,,usone,
sonnette,kengele,FR -> KM,S,n. fem.,kengele,,kengele,,
sonorité,ulizi,FR -> KM,S,n. fem.,ulizi,ulizi,,,
sorcellerie,ugangi,FR -> KM,S,n. fem.,ugangi,ugangi,ugangi,ugangi,1.0
sorcier,mcwai,KM -> FR,M,n. masc.,mgangi,mgangi,mtsai,,
sorte,namna; kalte,FR -> KM,S,n. fem.,namna,namna,namna,namna,1.0
sorte; qualité; genre,kalte,KM -> FR,K,n. fem.,namna,namna,namna,namna,1.0
sortilège,ilimu,KM -> FR,I,n. masc.,sahiri,sahiri,sahiri,sahiri,1.0
sortir,roha (u-),KM -> FR,R,v.,utoa,utoa,utoa,utoa,1.0
sot,mdjinga; mujinga,FR -> KM,S,adj. n. masc.,mdjinga,,mujinga,mdjinga,
sot; imbécile,mujinga,KM -> FR,M,adj. n. masc.,mdjinga,,mujinga,mdjinga,
sottise,udjinga,FR -> KM,S,n. fem.,udjinga,,,,
souche,koo,FR -> KM,S,n. fem.,koo,,koo,,
souche d'arbre,shihonko,FR -> KM,S,n. fem.,,,shihonko,,
souci,hamu; shaka; djuɗi,FR -> KM,S,n. masc.,shaka,shaka,shaka,shaka,1.0
souci; tristesse; chagrin; manque,hamu,KM -> FR,H,n. masc.,shaka,shaka,shaka,shaka,1.0
soucier (se -),shahiliha (u-),FR -> KM,S,v.,,na,na,,
soucier (se -); occuper (s'-); prendre soin,shahiliha (u-),KM -> FR,S,v.,,na,na,,
Soudan,Suɗani,FR -> KM,S,n. prop.,Suɗani,Suɗani,Suɗani,Suɗani,1.0
soudanais,mSuɗani,KM -> FR,M,n. masc.,mSuɗani,mSuɗani,mSuɗani,mSuɗani,1.0
souder,sikidza (u-),FR -> KM,S,v.,,usikidza,usikidza,,
souffle,pumu,FR -> KM,S,n. fem.,,pumu,pumu,,
souffler,vuma (u-); vuza (u-); vudzia (u-),FR -> KM,S,v.,uvuza,,uvuma,uvudzia,
souffrance,utungu; usimɓufu,FR -> KM,S,n. fem.,utungu,,utungu,,
souffrance; corvée,usimɓufu,KM -> FR,U,n. fem.,utungu,,utungu,,
souffrir,taâɓiha (u-); kodza (u-),FR -> KM,S,v.,utaâɓiha,utaâɓiha,ukodza,ukodza,
souhait,ɓombeo,FR -> KM,S,n. masc.,ɓombeo,,,,
souhaiter,ɓushuria (u-); sopelea (u-); shompelea (u-),FR -> KM,S,v.,ushompelea,,usopelea,,
souiller,sidjini (u-),FR -> KM,S,v.,usidjini,,,,
souiller (moralement),nadjisisha (u-),KM -> FR,N,v.,unadjisisha,,,,
souillure,nagise,FR -> KM,S,n. fem.,,,nagise,,
souimanga,ntsihintsi,KM -> FR,N,n. masc.,ntsihintsi,shitsozi,,,
souimanga de Humblot,ntuɓa,KM -> FR,N,n. masc.,ntuɓa,,,,
soulager,pvolesa (u-),KM -> FR,P,v.,upvolesa,,,,
soulever,djusa (u-); dzua (u-),FR -> KM,S,v.,udjusa,,udzua,udjusa,
soulier,nkaɓwa,FR -> KM,S,n. masc.,nkaɓwa,nkaɓwa,,nkaɓwa,
soulèvement,mdjuso,KM -> FR,M,n. masc.,mdjuso,,,,
soupir,hushi,KM -> FR,H,n. masc.,hushi,,,,
soupirer,ra hushi (hu-),KM -> FR,R,v.,hushi,,,,
soupçon,dhwana,KM -> FR,D,n. masc.,dhwana,dhwana,dhwana,dhwana,1.0
soupçon; accusation,tuhuma,KM -> FR,T,n. masc.,dhwana,dhwana,dhwana,dhwana,1.0
soupçonner,tuhumu (u-); dhwani (u-),FR -> KM,S,v.,utuhumu,utuhumu,,,
soupçonner; accuser,tuhumu (u-),KM -> FR,T,v.,utuhumu,utuhumu,,,
sourate,sura,FR -> KM,S,n. fem.,sura,,,,
sourate d'ouverture du Coran,fatiha,KM -> FR,F,n.,fatiha,fatiha,fatiha,fatiha,1.0
sourcil,nɗazi,KM -> FR,N,n. masc.,nɗazi,,tsi,,
sourd,mfumakio,KM -> FR,M,adj.,mfumashishio,mfumakio,mfumakio,,
sourdaveugle,sumɓukumu,FR -> KM,S,n. masc.,sumɓukumu,,,,
sourire,fumɓaria (u-),KM -> FR,F,v.,utseha,utseha,utseha,utseha,1.0
souris,puhu,KM -> FR,P,n. fem.,puhu,puhu,puhu,puhu,1.0
sous,ntsini; utsini,FR -> KM,S,prep.,ntsini,,utsini,,
sous terre,uzimo,FR -> KM,S,loc. n.,uzimo,,,,
sous-estimation,dharau,FR -> KM,S,n. fem.,dharau,dharau,dharau,dharau,1.0
sous-estimer,dharau (u-); onea (u-); darau (u-),FR -> KM,S,v.,uonea,uonea,uonea,uonea,1.0
sous-estimer; mépriser,darau (u-),KM -> FR,D,v.,uonea,uonea,uonea,uonea,1.0
sous; au-dessous,utsini,KM -> FR,U,prep.,ntsini,,utsini,,
soutenir (qqun),himilia (u-),KM -> FR,H,v.,ushangiria,ushangiria,ushangiria,,
souterrain,izimu,KM -> FR,I,n. masc.,izimu,,,,
soutien-gorge,kaciri,KM -> FR,K,n. masc.,kurshazi,korsanji,,kanciri,
souvenir,maɗuhuli,KM -> FR,M,n. masc.,maɗuhuli,,,,
souvenir (se -),eshelea (u-); nahana (u-); yeshelea (u-),FR -> KM,S,v. tra.,hweshelea,unahana,unahana,uyeshelea,
souvent,naɗi,KM -> FR,N,adv.,naɗi,,naɗi,,
souverain,mfaume,FR -> KM,S,n. masc.,mfaume,mfaume,,mfaume,
souveraineté,ungwana,FR -> KM,S,n. fem.,ungwana,,ungwana,,
spectateur,mwangalizi,KM -> FR,M,n. masc.,mwangalizi,,,,
spiral wheat cake,kuskuma,FR -> KM,S,loc.,kuskuma,,,,
spécial,makhususu,FR -> KM,S,adj. subst.,makhususu,,,,
spécial; spécifique,makhususu,KM -> FR,M,adj. subst.,makhususu,,,,
spécialement,hususwan; haswa,FR -> KM,S,adv.,hususwan,haswa,haswa,hususwan,
spécialement; notamment,hususwan,KM -> FR,H,adv.,hususwan,haswa,haswa,hususwan,
spécialiste,mutaalamu,FR -> KM,S,n. masc.,mutaalamu,mutaalamu,mutaalamu,,
spécicifité,uhususwia,FR -> KM,S,n. fem.,uhususwia,,,,
spécifique,makhususu,FR -> KM,S,adj. subst.,makhususu,,,,
statue,sinamu; sanamwe,FR -> KM,S,n. fem.,sinamu,sanamwe,sanamwe,,
statue; image,sanamwe,KM -> FR,S,n. fem.,sinamu,sanamwe,sanamwe,,
stimulation,âri,FR -> KM,S,n. fem.,âri,âri,,,
stock,ɓidhwaya,FR -> KM,S,n. fem.,ɓidhwaya,,,,
stop !,ɓahi !; ɓasi !,FR -> KM,S,interj. n. masc.,,,,,
strabisme,maɓiru,FR -> KM,S,n. masc.,maɓiru,,,,
strabisme; yeux révulsés; bigle,maɓiru,KM -> FR,M,n. masc.,maɓiru,,,,
structure,mpangiho,KM -> FR,M,n. fem.,mpangiho,,,,
style,cenga,KM -> FR,C,n. masc.,cenga,,,,
styliser,swanaîsha (u-),FR -> KM,S,v.,uswanaîsha,,,,
stylo,kalamu; stilo,FR -> KM,S,n. masc.,stilo,stilo,stilo,stilo,1.0
stérile,shole,FR -> KM,S,adj.,shole,,,,
stérile (être -) (animaux),sidjaya (u-),FR -> KM,S,v.,usidjaya,,,,
subir,ekea (u-),FR -> KM,S,v.,hwekea,,,,
subitement,âlalhafla,KM -> FR,A,adv.,,âlalhafla,,,
subligaria,mgondra,KM -> FR,M,n. masc.,mgondra,,,,
subvenir,tarazaki (u-),FR -> KM,S,v. tra.,,,utarazaki,,
suc (fruit),ndjizi,FR -> KM,S,n. masc.,ndjizi,,,,
succès,ufuzu; ushindzi,FR -> KM,S,n. masc.,ushindzi,,,,
sucer,tsondza (u-); sondza (u-),FR -> KM,S,v.,utsondza,usondza,usondza,usondza,
sucre,sukari,FR -> KM,S,n. masc.,sukari,sukari,sukari,sukari,1.0
sud,suheili; swilihi,FR -> KM,S,n. masc.,suheili,swilihi,swilihi,,
suer,ɗenga hari (u-),FR -> KM,S,v.,hari,hari,hari,hari,1.0
sueur,ntsapve,KM -> FR,N,inv.,hari,hari,hari,hari,1.0
suffire,tosha (u-),FR -> KM,S,v.,utosha,utosha,utosha,utosha,1.0
suffire; être suffisant,tosha (u-),KM -> FR,T,v.,utosha,utosha,utosha,utosha,1.0
suffisant,kiasi,FR -> KM,S,adj.,kiasi,kiasi,kiasi,,
suggérer,sariɓia (u-),FR -> KM,S,v.,usariɓia,,usariɓia,,
suie,msizi,FR -> KM,S,n. fem.,msizi,,,,
suivre,ɗunga (u-),FR -> KM,S,v.,uɗunga,uɗunga,uɗunga,uɗunga,1.0
suivre (se -),ɗungana (u-),FR -> KM,S,v. tra.,uɗungana,uɗungana,uɗungana,uɗungana,1.0
sujet,maɗa,FR -> KM,S,n. masc.,maɗa,,,,
sulfure d'antimoine,wandza,FR -> KM,S,n. masc.,,,wandza,,
sultan,sultwani,FR -> KM,S,n. masc.,sultwani,,,,
supplier,rai (u-),KM -> FR,R,v.,utafadhwali,urai,,,
supplique,ɗua,FR -> KM,S,n. fem.,ɗua,ɗua,ɗua,ɗua,1.0
supplémentaire,-a zaiɗi,KM -> FR,A,adj.,zaiɗi,,,,
supporter,shangiria (u-),FR -> KM,S,v.,ushangiria,ushangiria,ushangiria,,
supporter; soutenir (qqun),shangiria (u-),KM -> FR,S,v.,ushangiria,ushangiria,ushangiria,,
supporteur,mshangirizi,FR -> KM,S,n. masc.,mshangirizi,,,,
supposer,wakinishia (u-),FR -> KM,S,v.,uwakinishia,,,,
suppression,mzimo,FR -> KM,S,n. fem.,mzimo,mzimo,mzimo,mzimo,1.0
sur,-ju,KM -> FR,J,prep. adj.,pvo-,,-ju,,
surcouche (en palme de cocotiers),mtsepve,KM -> FR,M,n. fem.,mtsepve,mtsepve,mtsepve,mtsepve,1.0
surdicécite,usumɓukumu,FR -> KM,S,n. fem.,usumɓukumu,,,,
surface,shiwandza,FR -> KM,S,n. fem.,shiwandza,,,,
surface; espace ouvert; terrain,shiwandza,KM -> FR,S,n. fem.,shiwandza,,,,
surgir,fuha (u-),FR -> KM,S,v.,ufuha,ufuha,ufuha,ufuha,1.0
surgir; troué (être -); crever (qqch),fuha (u-),KM -> FR,F,v.,ufuha,ufuha,ufuha,ufuha,1.0
surlendemain,mrondro,KM -> FR,M,n. masc.,ushao,,mrondro,,
surlendemain; après-demain,ushao,KM -> FR,U,n. masc.,ushao,,mrondro,,
surmener,tapala (u-),FR -> KM,S,v. tra.,utapala,utapala,utapala,utapala,1.0
surnom,ifumbu,KM -> FR,I,n. masc.,ifumbu,,,,
"surpasser (""dépasser la limite"")",tumɓa mpaka (u-),FR -> KM,S,v.,mpaka,,,,
surpprendre,ɗuɓia (u-),FR -> KM,S,v.,uɗuɓia,,,,
surprendre,marusa (u-),FR -> KM,S,v.,,umarusa,umarusa,umarusa,
Surprendre en flagrant délit,fumania (u-),KM -> FR,F,def.,,,ufumania,,
surpris (être -),humiwa (u-),KM -> FR,H,v.,ushangaya,,,ushangaya,
surprise,hafula,KM -> FR,H,n. fem.,hafula,,,,
sursauter,maruha (u-),FR -> KM,S,v.,umaruha,umaruha,umaruha,umaruha,1.0
surtout,haswa,FR -> KM,S,adv.,,haswa,haswa,,
surveillance,ugodjezi; utunduzi,FR -> KM,S,n. fem.,utunduzi,utunduzi,utunduzi,utunduzi,1.0
surveillant,mgalidzi,KM -> FR,M,n. masc.,mtunduzi,,mgalidzi,,
surveillant; gardien,mtunduzi,KM -> FR,M,n. masc.,mtunduzi,,mgalidzi,,
surveiller,tunda (u-),FR -> KM,S,v.,utunda,utunda,utunda,utunda,1.0
surveiller (par un agent ou un gardien),godjea (u-),KM -> FR,G,v.,ugodjea,ugodjea,ugodjea,,
surveiller; contrôler,tunda (u-),KM -> FR,T,v.,utunda,utunda,utunda,utunda,1.0
survenir (arriver d'un évènement),djiri (u-),KM -> FR,D,v.,udjiri,,udjiri,,
survivre,vuka (u-),FR -> KM,S,v.,uvuka,uvuka,,,
suspendre,lemɓeza (u-); lembedza (u-),FR -> KM,S,v.,ulemɓeza,,(u-),,
suspendre; accrocher,lembedza (u-),KM -> FR,L,v.,ulemɓeza,,(u-),,
swahili,shiSwahili,FR -> KM,S,adj. subst.,shiSwahili,shiSwahili,shiSwahili,shiSwahili,1.0
sève,ure,FR -> KM,S,n. fem.,ure,,ure,,
sève collante,liti,FR -> KM,S,n. fem.,,,liti,,
sève collante; résine (botanique),liti,KM -> FR,L,n. fem.,,,liti,,
sécher,huma (u-),KM -> FR,H,v.,uhuma,uhuma,uhuma,uhuma,1.0
sécher (cours),puza (u-),FR -> KM,S,v.,upuza,,,,
sécher; faire sécher ; essorer,humisa (u-),KM -> FR,H,v.,uhuma,uhuma,uhuma,uhuma,1.0
sécheresse,ntsahaya nkavu,KM -> FR,N,n. fem.,nkavu,,,,
sécréter,ɗenga (u-),FR -> KM,S,v.,uɗenga,uɗenga,uɗenga,uɗenga,1.0
séduire,hiliɓu (u-),FR -> KM,S,v.,uhiliɓu,,,,
séduire; berner,hiliɓu (u-),KM -> FR,H,v.,uhiliɓu,,,,
séparer,pvandzisa (u-),KM -> FR,P,v.,ufarikisha,ufarikisha,ufarikisha,ufarikisha,1.0
sépulture,ɗinɗi,FR -> KM,S,n. fem.,ɗinɗi,,,,
séquelle,shifeli,FR -> KM,S,n. fem.,,shifeli,shifeli,shifeli,
séquelle; cicatrice; trait de caractère,shifeli,KM -> FR,S,n. fem.,,shifeli,shifeli,shifeli,
sérieusement,ha msinaɗi,KM -> FR,H,adv.,msinaɗi,,,,
sérieux,msinaɗi,FR -> KM,S,adj. subst.,msinaɗi,,,,
sérieux; efficace (pers.),msinaɗi,KM -> FR,M,adj. subst.,msinaɗi,,,,
sérum,siromu,FR -> KM,S,n. masc.,,,siromu,,
