key_fr,key_km,scrap_mode,scrap_letter
torture,îzara,KM -> FR,I
torture; condamnation; punition,haɗi,KM -> FR,H
torturer,haɗi (u-); âziri (u-),FR -> KM,T
torturer; condamner,haɗi (u-),KM -> FR,H
total,djimla,FR -> KM,T
totalisation,mdjimliso,KM -> FR,M
totaliser,djimlisa (u-),FR -> KM,T
totaliser; rassembler,djimlisa (u-),KM -> FR,D
touiller,pvia (u-),KM -> FR,P
touiller; faire un coup d'état,pvinɗua (u-),KM -> FR,P
toujours,ɗaima,FR -> KM,T
toupie,ntrenge,KM -> FR,N
tour,saɓiki,KM -> FR,S
tour (de guet),ɓunarithi,FR -> KM,T
tour (rang successif),zamu,FR -> KM,T
tourbillon,vuhuo; vua-ntsi,FR -> KM,T
touriste,mgeni,KM -> FR,M
tourment,mswiɓa,KM -> FR,M
tournant,ipvero,FR -> KM,T
tournant; pli,ipvero,KM -> FR,I
tourne-disque,santuri,KM -> FR,S
tourner,haua (u-),KM -> FR,H
tourner (se -),kauha (u-),KM -> FR,K
tourner le dos,finyua (u-),FR -> KM,T
tourner le dos; montrer son dos ou son derrière,finyua (u-),KM -> FR,F
tourner vers,kaushia (u-),KM -> FR,K
tourner; changer d'état,zinga (u-),KM -> FR,Z
tournis,uɗu,FR -> KM,T
tournis; Noirceur,uɗu,KM -> FR,U
tourterelle,iɗuɗu,KM -> FR,I
tous,piya,FR -> KM,T
tousser,kohoa (u-),KM -> FR,K
tout,-ontsi,KM -> FR,O
tout de suite,kamwe,FR -> KM,T
tout le temps,yama yama,FR -> KM,T
tout va bien !,za fetre!,FR -> KM,T
tout à fait,kaɓisa,FR -> KM,T
tout à fait; complètement; tellement; vraiment; très,kaɓisa,KM -> FR,K
tout; tous; toutes,piya,KM -> FR,P
toutes,piya,FR -> KM,T
toux,kohola,KM -> FR,K
toux; escargot,nkoa,KM -> FR,N
toît,papvale,KM -> FR,P
toît; plancher; toiture,sakafu,KM -> FR,S
trace d'eau,ntavu,KM -> FR,N
tradition,mila; kitaɓi; kataɓi,FR -> KM,T
traducteur,karani,KM -> FR,K
traduire,tafsiri (u-); taradjamu (u-),FR -> KM,T
trafic,mkarakara,FR -> KM,T
trahir,rutaɗi (u-); fitini (u-),FR -> KM,T
trahir; abjurer,rutaɗi (u-),KM -> FR,R
traire,hama (u-),FR -> KM,T
trait,msitiri; mustari,FR -> KM,T
trait de caractère,feli,KM -> FR,F
trait sous une lettre arabe,kasiri,KM -> FR,K
trait sur une lettre arabe,fataha,KM -> FR,F
traité,mkataɓa,FR -> KM,T
tranchant,uhali,FR -> KM,T
tranchant; acéré,uhali,KM -> FR,U
tranche,itimbi,FR -> KM,T
tranche; morceau,itimbi,KM -> FR,I
trancher,tsindza (u-); katra (u-),FR -> KM,T
trancher; couper,tsindza (u-),KM -> FR,T
tranchée,ngama,FR -> KM,T
tranquille,mutrulivu,FR -> KM,T
tranquillité,amani,FR -> KM,T
transe,djadhba,KM -> FR,D
transformer,sunguha (u-),KM -> FR,S
transpiration,djifiri,KM -> FR,D
transporter,pvahidza (u-),FR -> KM,T
transporter; charger,pvahidza (u-),KM -> FR,P
travail,hazi,KM -> FR,H
travail agricole,mlimo,KM -> FR,M
travail; occupation,mwamala,KM -> FR,M
travailler,fanya (u-) hazi,KM -> FR,F
travailleur,mfanya-hazi,KM -> FR,M
travers (a-),ɓaina,FR -> KM,T
traverser,shilia (u-),KM -> FR,S
traîner,gogora (u-),KM -> FR,G
traître,mnafiki; munafiki,FR -> KM,T
traître; menteur,munafiki,KM -> FR,M
traîtrise,unafiki,FR -> KM,T
treize,kume na ndraru,KM -> FR,K
tremblement,ndrindrindra,KM -> FR,N
trembler,rindrindra (u-),KM -> FR,R
trempage,mpatso,FR -> KM,T
tremper,patsa (u-); dubisa (u-),FR -> KM,T
tremper (laisser -),leha (u-),KM -> FR,L
trempé (être -),lowama (u-),KM -> FR,L
trente,mengo miraru,KM -> FR,M
tresse,masuko,KM -> FR,M
tresser,pvahasa (u-),KM -> FR,P
tresser; coiffer,suka (u-),KM -> FR,S
tresses cours et plaqués faisant penser aux clous de girofle,nkarafu; nkaranfu,FR -> KM,T
tressé (être -),sukwa (u-),KM -> FR,S
triangle,mpemɓendraru,KM -> FR,M
tribu,kaɓila,FR -> KM,T
tricher,shusha (u-),FR -> KM,T
tricher; abaisser,shusha (u-),KM -> FR,S
tricot,fulana,KM -> FR,F
tricot; t-shirt,tiriko,KM -> FR,T
tricoter,fuma (u-); pvahatsa (u-),FR -> KM,T
tricoter; tresser,pvahatsa (u-),KM -> FR,P
trifouiller,tamɓwaria (u-); tambara (u-); vaɗua (u-); gaɗua (hu-),FR -> KM,T
trifouiller; tripoter,vaɗua (u-),KM -> FR,V
trifouiller; tripoter; manipuler qqch. de sale,gaɗua (hu-),KM -> FR,G
tripoter,tamɓwaria (u-); vaɗua (u-); tsefera (u-); gaɗua (hu-),FR -> KM,T
tristesse,huzuni,KM -> FR,H
trognon,konyo,FR -> KM,T
trognon; pédoncule,konyo,KM -> FR,K
trois,ndraru,KM -> FR,N
trois cents,madjana mararu,KM -> FR,M
troisième,-a raru,KM -> FR,A
trompe,djudju,KM -> FR,D
tromper,nyanganya (u-),KM -> FR,N
tromper (qqun),hini (u-),KM -> FR,H
tromper (se -),ɗanganyiha (u-),FR -> KM,T
tromper; embrouiller,tratra (u-),KM -> FR,T
tromperie,hiana,KM -> FR,H
trompette,tarumbeta,FR -> KM,T
trompeur,mhaɗazi,KM -> FR,M
trop,thuma,FR -> KM,T
trop; tellement,thuma,KM -> FR,T
trou,dzodzo,KM -> FR,D
trouble,shahaɗa,KM -> FR,S
trouer,dzodza (u-),KM -> FR,D
troupe,kaumu,FR -> KM,T
troupe; groupe,kaumu,KM -> FR,K
troupeau,dzizi,KM -> FR,D
trouver,buha (u-),KM -> FR,B
trouver (se -),parihana (u-),KM -> FR,P
trouver pour,paria (u-),FR -> KM,T
troué,foroha (u-),FR -> KM,T
troué (être -),fuha (u-),FR -> KM,T
troué; perforé (être -),foroha (u-),KM -> FR,F
truc,ndrongo,FR -> KM,T
truelle,sutru,FR -> KM,T
trèfle,pao,FR -> KM,T
trèfle; charpente,pao,KM -> FR,P
très,swafi; halisi; kaɓisa,FR -> KM,T
trébucher,kuwala (u-),KM -> FR,K
trépied,ulio,FR -> KM,T
trésor,hazina,KM -> FR,H
trêve,uvumzi,FR -> KM,T
trône,fitako,FR -> KM,T
tube,ɓomba,FR -> KM,T
tubercule,mitru,KM -> FR,M
tuberculose,nkaya,FR -> KM,T
tuer,ra (u-) hitswa,KM -> FR,R
tuerie,usongadji,FR -> KM,T
tueur,msongadji,KM -> FR,M
tuile,toli,FR -> KM,T
turban,kiemba,KM -> FR,K
tuyau,mupira,FR -> KM,T
tuyau; plastique,mupira,KM -> FR,M
type (un),mvulana; ɓako,FR -> KM,T
tâche,pandra,KM -> FR,P
tâtonner,pvapvatsa (u-),KM -> FR,P
télégramme,simu,FR -> KM,T
téléphone,simu,FR -> KM,T
téléphone; télégramme,simu,KM -> FR,S
téléphoner,pveha simu (u-),KM -> FR,P
témoignage,ushahiɗi,FR -> KM,T
témoin,shahidi,KM -> FR,S
téméraire,mvulana,FR -> KM,T
téméraire; type (un),mvulana,KM -> FR,M
ténacité,giri,FR -> KM,T
ténia,kare,KM -> FR,K
tétine,titini; tsitsi,FR -> KM,T
tête,hitswa,KM -> FR,H
tête (grosse -),gitswa,KM -> FR,G
têtu,mguguru; mukaidi; muguguru,FR -> KM,T
têtu (pers.),mkaiɗi,KM -> FR,M
têtu (pers.); dur à cuire,mbiavu,KM -> FR,M
têtu; brutal,mguguru,KM -> FR,M
têtu; rebelle,mukaidi,KM -> FR,M
tôt,kaɓula,KM -> FR,K
un,-moja,KM -> FR,M
un (dénombrable),dzima,KM -> FR,D
un quart,roɓo,KM -> FR,R
un Réunionnais,mLarinyo,KM -> FR,M
un tel,fulani,FR -> KM,U
un tiers,theluthi,KM -> FR,T
un; sol,montsi,KM -> FR,M
une telle,fulani,FR -> KM,U
uni,tifaki,KM -> FR,T
uniforme (vêtements),sare,KM -> FR,S
union,udzima; umoja; umodja,FR -> KM,U
union; unité,udzima,KM -> FR,U
union; unité; harmonie,umodja,KM -> FR,U
uniquement,ɓahi tu,FR -> KM,U
unité,udzima; umoja; umodja,FR -> KM,U
univers,ulemengu,FR -> KM,U
urgence,dharura,KM -> FR,D
urine,kodjo; kojo,FR -> KM,U
urine; pipi,kodjo,KM -> FR,K
uriner,nya kojo (hu-),KM -> FR,N
us et coutume,âɗa na mila,KM -> FR,A
usage,ntrumio,FR -> KM,U
usage.,ntrumio,KM -> FR,N
usagé,ntsahaya,FR -> KM,U
usagé; chaux,ntsahaya,KM -> FR,N
usine,luzi,KM -> FR,L
usure,mmalalo,KM -> FR,M
usurper,rapva (u-),KM -> FR,R
usé,ɓomɓo,FR -> KM,U
utilisation,mrumio,KM -> FR,M
utiliser,rumia (u-),FR -> KM,U
utiliser; servir de,rumia (u-),KM -> FR,R
utilité,nâfuu,KM -> FR,N
va-et-vient,trarayo,KM -> FR,T
va-nu-pied,mfuatsi,KM -> FR,M
vacance,uvumzi; uvumuzi,FR -> KM,V
vacance; repos,uvumuzi,KM -> FR,U
vacarme,fidjo; vihiri,FR -> KM,V
vaccination,macandjo,KM -> FR,M
vacciner,candja (u-),KM -> FR,C
vache,mɓe,KM -> FR,M
vache; zébu; bovin,nyomɓe,KM -> FR,N
vaciller,shima (u-),FR -> KM,V
vaciller; pencher,shima (u-),KM -> FR,S
vagabond,mlendzi,KM -> FR,M
"vagabonder, errer",endra (u-) na ntsi,FR -> KM,V
"vagabonder, errer; errer",endra (u-) na ntsi,KM -> FR,E
vagin,ndzini,KM -> FR,N
vagin; vulve,pwipwi,KM -> FR,P
vague,luja,KM -> FR,L
vaincre,shinɗa (u-); fuzu (u-); shindra (u-); faulu (u-),FR -> KM,V
vaisselle,shia,KM -> FR,S
valet,mdjahazi; mdjakazi,FR -> KM,V
valeur,thamani; kima,FR -> KM,V
valeur; prix,thamani,KM -> FR,T
valise,sanduku,FR -> KM,V
valise; caisse,sanduku,KM -> FR,S
vallée,ɓaanɗa; ɓandra,FR -> KM,V
van,utseo,KM -> FR,U
vanille,lavani,KM -> FR,L
vanillier,mlavani,KM -> FR,M
vaniteux,muonefu,KM -> FR,M
vanité,kirahi,FR -> KM,V
vanner,pveresa (u-),KM -> FR,P
vanner; secouer,sekua (u-),KM -> FR,S
vantard,mpwari,KM -> FR,M
vantardise,upwari,KM -> FR,U
vapeur,moshi,KM -> FR,M
variété de banane,minaluki,KM -> FR,M
vaste,-vana,FR -> KM,V
vaurien,mpuzi,FR -> KM,V
vautour,kozi,FR -> KM,V
vautour; milan,kozi,KM -> FR,K
veau,mna-mɓe,KM -> FR,M
vedette (embarcation à moteur),shitrima,KM -> FR,S
veiller,kalantsiza (u-),KM -> FR,K
veilleur,mtundi,FR -> KM,V
veillée,keso,KM -> FR,K
vendeur,mhuzadji,FR -> KM,V
vendeur; vendeuse,mhuzadji,KM -> FR,M
vendeuse,mhuzadji,FR -> KM,V
vendre,hudza (u-),KM -> FR,H
vendre au détail,cuza (u-),KM -> FR,C
vendredi,djimwa,KM -> FR,D
vengeance,kiswa; kiswasu,FR -> KM,V
venir,dja (hu-),KM -> FR,D
venir de,laa (u-),KM -> FR,L
vent,mpevo,KM -> FR,M
vent fort,mnyombeni,KM -> FR,M
vente,djuzo,KM -> FR,D
vente au détail,ucuzi,KM -> FR,U
ventilateur,itsonga mbepvo,KM -> FR,I
ventilateur; éventail,ipepeo,KM -> FR,I
ventouse,nyonga,FR -> KM,V
ventouse; corne,nyonga,KM -> FR,N
ventre,mɓa,KM -> FR,M
venue,mdjo,FR -> KM,V
ver,ɓungu; inyambamba,FR -> KM,V
ver de pourriture,nyongwe,KM -> FR,N
ver intestinal,jongwe,KM -> FR,J
verbe (grammaire),fiîli,KM -> FR,F
vermicelle,ntambi,KM -> FR,N
verre,mɗumu,KM -> FR,M
verre (bout de -),falasika,FR -> KM,V
verre (matière),ɓilauri,FR -> KM,V
verrou,nkotro,KM -> FR,N
verrou; guerre,nkondro,KM -> FR,N
verrue,ɗemba,FR -> KM,V
vers (poésie),aɓuyati,KM -> FR,A
versant,upanɗe,FR -> KM,V
verser,tra (hu-),KM -> FR,T
verser; résoudre; renverser,holea (u-),KM -> FR,H
verset,aya,KM -> FR,A
vert,-a hadhwari,KM -> FR,A
vertige,hudhu,KM -> FR,H
vessie,shihojo,KM -> FR,S
veste,kotri; kosti,FR -> KM,V
veste; dengue (maladie),kotri,KM -> FR,K
veston,kosti,FR -> KM,V
veuve,koko,FR -> KM,V
viande,nyama,KM -> FR,N
vice,mpvatso,KM -> FR,M
vice président,makamu-raïsi,KM -> FR,M
vide,-ruvu; -trupu; kavu,FR -> KM,V
vide; pur,-ruvu,KM -> FR,R
vider,ɓuhudza (u-),FR -> KM,V
viduité,eda,KM -> FR,E
vie (fait de vivre),hayati,KM -> FR,H
vie (matérielle),maesha,KM -> FR,M
vieillard,mɗugazi,KM -> FR,M
vieillard; vieux (personne),mzee,KM -> FR,M
vieille,mamuhu,KM -> FR,M
vieillesse,uɗuhazi,KM -> FR,U
vieillir,ɗuhaya (u-); ɗuga (u-); ɗuha (u-),FR -> KM,V
viens,ntso; ko,FR -> KM,V
viens; rein,ntso,KM -> FR,N
vieux (personne),bamuhu,KM -> FR,B
vigil,hidjaɓu,KM -> FR,H
vigilant,hashiri,FR -> KM,V
vigilant; réveillé,hashiri,KM -> FR,H
village,mraya; ɗago,FR -> KM,V
village esclavagiste,itrea,KM -> FR,I
village rural,mdjindze,KM -> FR,M
village; quartier,mraya,KM -> FR,M
villageois,mwenyeji,KM -> FR,M
ville,mdji,KM -> FR,M
vin,nvinyo,KM -> FR,N
vin (de palme),tremɓo,KM -> FR,T
vinaigre,siki,KM -> FR,S
vingt,ishirini,KM -> FR,I
violet,zambarao,FR -> KM,V
violon,fwidrila,KM -> FR,F
virginité,bigra,KM -> FR,B
virgule (math.),nukta,FR -> KM,V
virilité,-ume,FR -> KM,V
virilité concrète,maume,FR -> KM,V
virus,ɓungu,FR -> KM,V
visage,uso,FR -> KM,V
viser,shamiri (u-),KM -> FR,S
vision,onezi,KM -> FR,O
visite,mlaulio,KM -> FR,M
visiter,laulia (u-),FR -> KM,V
visqueux,pwatra,FR -> KM,V
visqueux; pâteux,pwatra,KM -> FR,P
visser (manière de tourner qqch),tsihitsa (u-),KM -> FR,T
vite,haraka; mɓiyo,FR -> KM,V
vite; rapidement,haraka,KM -> FR,H
vitesse,mɓiyo,FR -> KM,V
vitesse; rapidité; rapide; course (à pied); vite,mɓiyo,KM -> FR,M
vivant,hai,KM -> FR,H
vivre,êshi (u-),KM -> FR,E
vivre (faire -),tosheza (u-),KM -> FR,T
vivre vieux,zuhali (u-),FR -> KM,V
vivre.,yenshi (u-),KM -> FR,Y
vivres,riziki; zilime,FR -> KM,V
vivres; nourriture,riziki,KM -> FR,R
vizir,waziri,FR -> KM,V
vocation,kusuɗio,KM -> FR,K
voeu,nadhara,KM -> FR,N
voeu (faire un -),yeha nadhiri (u-),FR -> KM,V
voile,leso,KM -> FR,L
voile (de bateau),tranga,KM -> FR,T
voile noire,ɓwibwi,FR -> KM,V
voir,ona (u-),KM -> FR,O
voir (se -),oneha (u-),FR -> KM,V
voir (se -); être visible,oneha (u-),KM -> FR,O
voir l'un l'autre,onana (u-),FR -> KM,V
voir l'un l'autre; rencontrer,onana (u-),KM -> FR,O
voisin,djirani,KM -> FR,D
voiture,gari,FR -> KM,V
voiture; véhicule,gari,KM -> FR,G
voix,dji,KM -> FR,D
vol (le),widzi,FR -> KM,V
vol (le); détournement,widzi,KM -> FR,W
volant,usukani; usuka,FR -> KM,V
volant; gouvernail,usukani,KM -> FR,U
volatiliser,hiɓu (u-),FR -> KM,V
volcan,dzaha,KM -> FR,D
voler,hiɓa (u-),KM -> FR,H
voler (dans les airs),heuha (u-); pveuha (u-); yeuha (u-); veuha (u-),FR -> KM,V
voler (dans les airs); envoler,pveuha (u-),KM -> FR,P
voleur,mwidzi,KM -> FR,M
voleur (grand -),ɓwidzi,FR -> KM,V
volonté,nia,FR -> KM,V
vomi,ndrapviha,FR -> KM,V
vomir,rapviha (u-),KM -> FR,R
vomissement,ndrapviha,FR -> KM,V
vomissement; vomi; vomissure,ndrapviha,KM -> FR,N
vomissure,ndrapviha,FR -> KM,V
vos,zanyu; -anyu; yanyu,FR -> KM,V
vos mères,wanyanyi,FR -> KM,V
vote,ucaguzi; utsahuzi,FR -> KM,V
vote; élection,ucaguzi,KM -> FR,U
voter,cagua (u-),KM -> FR,C
votre,lanyu,KM -> FR,L
votre; vos,-anyu,KM -> FR,A
vouloir,tsaha (u-); andza (u-),FR -> KM,V
vouloir; aimer,andza (u-),KM -> FR,A
vous,nyi,KM -> FR,N
vous aussi,pvanyu,KM -> FR,P
vous seuls,wanyi ce,FR -> KM,V
vous voici,tsanyu,KM -> FR,T
vous-mêmes,wanyi,FR -> KM,V
voyage,msafara,KM -> FR,M
voyager,safiri (u-),KM -> FR,S
voyageur,musafiri,KM -> FR,M
voyelle,wariɓu,FR -> KM,V
voyou,fudjari,FR -> KM,V
voyou; bandit; délinquant,fudjari,KM -> FR,F
vrai,kweli,KM -> FR,K
vraiment,sahe,KM -> FR,S
vraiment; très,swafi,KM -> FR,S
vu que,holiho,KM -> FR,H
vue,uoni,KM -> FR,U
vulgarité,utsangavu,KM -> FR,U
vulve,pwipwi,FR -> KM,V
véhicule,gari,FR -> KM,V
Vénus (astre),zuhra,FR -> KM,V
Vénus (astre) ,zuhra,KM -> FR,Z
vénérer,aɓuɗu (u-),KM -> FR,A
vénérer; préserver,pvama (u-),KM -> FR,P
vérification,mhakikisho,KM -> FR,M
vérité,ukweli,KM -> FR,U
vêtement,nguo,FR -> KM,V
vêtement; linge,nguo,KM -> FR,N
vêtements de fermier,sangai,KM -> FR,S
y,vwa-,FR -> KM,Y
y; en,vwa-,KM -> FR,V
yeux révulsés,maɓiru,FR -> KM,Y
ylang-ylang,langilangi,KM -> FR,L
youyou,kelegele,KM -> FR,K
youyou; ovation,igele-gele,KM -> FR,I
Zamzam,Zamzam,FR -> KM,Z
Zanzibar,Ungudja,KM -> FR,U
zizanie,ifiritsi,FR -> KM,Z
zombi,mfuhai,FR -> KM,Z
zone,ɓavu,FR -> KM,Z
zut,ɓwi,FR -> KM,Z
zyeuter (regarder à l'insu),tsundjia (u-),FR -> KM,Z
zyeuter (regarder à l'insu); espionner,tsundjia (u-),KM -> FR,T
zébu,mɓe ɗume gandu,KM -> FR,M
zéro,hata; kapvu,FR -> KM,Z
à,-a; la; ho-; pva,FR -> KM,A
à cause,ha siɓaɓu,FR -> KM,A
à cause de,mana,FR -> KM,A
à côté,ɓavuni,FR -> KM,A
à côté de,fungwa; kariɓu na; mwa,FR -> KM,A
à côté de; près de; proche de,fungwa,KM -> FR,F
à droite,-a kumeni,FR -> KM,A
à eux,-ahao,FR -> KM,A
à eux; le leur; la leur; les leurs,-ahao,KM -> FR,A
à l'intérieur,moni,FR -> KM,A
à l'étranger,manga,FR -> KM,A
à l'étranger; mangue,manga,KM -> FR,M
à la fin,muhalasi,FR -> KM,A
à la Mecque,Kaaba,FR -> KM,A
à lui,-ahahe,FR -> KM,A
à lui; son; sa; le sien; la sienne; les siens,-ahahe,KM -> FR,A
à l’extérieur,mondze,FR -> KM,A
à moi,-ahangu,FR -> KM,A
à moi; mon; ma; le mien; la mienne; les miens,-ahangu,KM -> FR,A
à nous,-ahatru,FR -> KM,A
à nous; nos; le notre; la notre; les nôtres,-ahatru,KM -> FR,A
à part (isolé),mɓali,FR -> KM,A
à peu près,kadiri,FR -> KM,A
à toi,-ahaho,FR -> KM,A
à toi; ton; ta; le tien; la tienne; les tiens,-ahaho,KM -> FR,A
à vous,-ahanyu,FR -> KM,A
à vous; le votre; la votre; les vôtres,-ahanyu,KM -> FR,A
à; au,ho-,KM -> FR,H
à; de,-a,KM -> FR,A
âge,mwaha; muhuu; muhu,FR -> KM,A
âme,moyo; muwo,FR -> KM,A
âme; cœur,moyo,KM -> FR,M
âne,pundra; mpundra,FR -> KM,A
ânerie,mafelewaka,FR -> KM,A
âtre,dziho,FR -> KM,A
ça (c'est -),nɗisho,FR -> KM,C
ça (c'est -); ceci (c'est -),nɗisho,KM -> FR,N
éblouir,walia (u-); vaga (u-),FR -> KM,E
ébrancher,sheshelea (u-),FR -> KM,E
écaille,gamɓa; mamba,FR -> KM,E
écailler,pvaya (u-),FR -> KM,E
écarter,pvandzausa (u-); ɓandzua (u-); tsapua (u-),FR -> KM,E
écarter (s'-),sundzuha (u-); sumila (u-); ɓandzuha (u-),FR -> KM,E
écarter (s'-); laisser le passage,sumila (u-),KM -> FR,S
écarter; séparer,tsapua (u-),KM -> FR,T
échafaudage,madjakaya,FR -> KM,E
échange,mɓadala,FR -> KM,E
échanger,ɓaɗili (u-); badili (u-),FR -> KM,E
échantillon,boneso,FR -> KM,E
échantillon; théâtre,boneso,KM -> FR,B
écharpe (traditionnel),mharuma; kashida; muharuma,FR -> KM,E
échauffer,zifiriha (u-),FR -> KM,E
échauffer ,zifiriha (u-),KM -> FR,Z
échelle,ngazi; mlingo; ulingo,FR -> KM,E
écho,mandule,FR -> KM,E
échouer,fuɓa (u-),FR -> KM,E
éclabousser,shampiza (u-),FR -> KM,E
éclabousser vers,shampulia (u-),FR -> KM,E
éclair,mpvenye; mpenu; penu,FR -> KM,E
éclair; foudre,penu,KM -> FR,P
éclaircir,pvenua (u-),FR -> KM,E
éclairer,oniha (u-),FR -> KM,E
éclat,cenye,FR -> KM,E
éclat de bois,ɓadjo,FR -> KM,E
éclore,wanga (u-),FR -> KM,E
école,shiyoni; likoli; paya la shiyo; shoni,FR -> KM,E
école coranique,shiyoni sha shiAraɓu,FR -> KM,E
école française,shiyoni sha shiFarantsa,FR -> KM,E
économe (pers.),mtumi,FR -> KM,E
économie,rasul-mali; âkiɓa; mtumo,FR -> KM,E
économique,âkiɓa,FR -> KM,E
économique; économie,âkiɓa,KM -> FR,A
économiser,tuma (u-),FR -> KM,E
économiser; thésauriser,tuma (u-),KM -> FR,T
écoper (vider l'eau),hupvia (u-),FR -> KM,E
écoper (vider l'eau); rafler,hupvia (u-),KM -> FR,H
écorce,gamɓa,FR -> KM,E
écorce (de bananier),gweda,FR -> KM,E
écoute,uishilizi,FR -> KM,E
écouter,ishilia (u-); vulishia (u-); vulikia (u-); pulikia (u-),FR -> KM,E
écouter; obéir,vulikia (u-),KM -> FR,V
écrabouiller,tafwaɗa (u-),FR -> KM,E
écraser,pvonɗa (u-); tsera (u-); tsafwaɗa (u-),FR -> KM,E
écrire,andziha (u-),KM -> FR,A
écrits,maandzishi,FR -> KM,E
écriture,khatwi; hatwi; mwandziho,FR -> KM,E
écrivain,mwandzishi; mwangisi,FR -> KM,E
écrouler,angamia (u-); komoha (u-) ,FR -> KM,E
écrouler; anéantir,angamia (u-),KM -> FR,A
écume,fumbu,FR -> KM,E
écumer,eua (u-); enga (u-),FR -> KM,E
éditer,trangaza (u-),FR -> KM,E
éditeur,mtrangazadji,FR -> KM,E
éducateur,mlezi,FR -> KM,E
éducation,ulezi; malezi; elimu,FR -> KM,E
éduquer,îlimisha (u-),FR -> KM,E
égaliser,lindzanisa (u-),FR -> KM,E
égalité,usawa,FR -> KM,E
égarement,upotevu,FR -> KM,E
égarement; perte,upotevu,KM -> FR,U
égarer,latsiha (u-),FR -> KM,E
égarer  (s'-),potea (u-),FR -> KM,E
égarer  (s'-); perdre (se -),potea (u-),KM -> FR,P
égaux,mapata,FR -> KM,E
église,kanisa,FR -> KM,E
égocentrique,matiti,FR -> KM,E
égocentrique; égoïste; personnel,matiti,KM -> FR,M
égorgeur,mrwa-hitswa,FR -> KM,E
égorgeur; étrangleur; tueur,mrwa-hitswa,KM -> FR,M
égout,ɗuzi,FR -> KM,E
égoutter,tsuusa (u-),FR -> KM,E
égoïsme,unafsia; ubinafsi; uɓinafsia; uɓinafsi,FR -> KM,E
égoïsme; individualisme,uɓinafsi,KM -> FR,U
égoïste,matiti,FR -> KM,E
égoïste (pers.),mdjihupvia; mnafsia,FR -> KM,E
égratigner,garua (u-); tunua (u-),FR -> KM,E
élaborer,djenga (u-),KM -> FR,D
élan,nvume,FR -> KM,E
élancer,ranguha (u-),FR -> KM,E
élargir,radjisa (u-),FR -> KM,E
élargir (s'-),engedzeha (u-),FR -> KM,E
électeur,mcaguzi,FR -> KM,E
élection,ucaguzi; utsahuzi,FR -> KM,E
électricité,tereste; mwenge,FR -> KM,E
électricité; lumière,mwenge,KM -> FR,M
élephant,ndovu,FR -> KM,E
élephant; cordon ombilical,ndovu,KM -> FR,N
élevage,matsunga,FR -> KM,E
élever (animaux),tsunga (u-),FR -> KM,E
élever (animaux); nager,tsunga (u-),KM -> FR,T
élever (enfant),lela (u-),FR -> KM,E
élever pour quelqu'un,lelea (u-),FR -> KM,E
éliminer,futra (u-); hadza (u-),FR -> KM,E
éloge,mavumizo,FR -> KM,E
éloge; réputation,mavumizo,KM -> FR,M
éloquence,faswaha,FR -> KM,E
élu (un),mtsaulwa,FR -> KM,E
élucider,nanua (u-),FR -> KM,E
élucider; clarifier,nanua (u-),KM -> FR,N
éluder,epva (u-),FR -> KM,E
éluder; éviter; esquiver,epva (u-),KM -> FR,E
élève,mna-shiyoni; mwana-shiyoni; mwana shiyoni; mwana shoni,FR -> KM,E
élève; étudiant,mwana shoni,KM -> FR,M
élégance,uzena,FR -> KM,E
élégant (être -),zagaza (u-),FR -> KM,E
élémentaire,-a msingi,KM -> FR,A
émerger,fuzu (u-); laiya (u-),FR -> KM,E
émerger; pouvoir; vaincre; gagner,fuzu (u-),KM -> FR,F
émettre,trangaza (u-),FR -> KM,E
émettre un son (ou qqch. d'audible),liza (u-),FR -> KM,E
émettre; éditer,trangaza (u-),KM -> FR,T
émigré,msafiri,FR -> KM,E
émigré; voyageur,msafiri,KM -> FR,M
"émission (tv, radio etc.)",ipinɗi,FR -> KM,E
énergie,mdro,FR -> KM,E
énerver,ha muyo (u-),FR -> KM,E
énerver ,ha muyo (u-),KM -> FR,H
énerver (qqun),hamakisha (u-),FR -> KM,E
énigme,idhihaka; idzoɗa,FR -> KM,E
énorme,ganga,FR -> KM,E
énorme; immense,ganga,KM -> FR,G
épaisseur,uvana,FR -> KM,E
épanouir,taruha (u-); tsatsaruha (u-),FR -> KM,E
épargne,tumo,FR -> KM,E
épargner,shiza (u-),FR -> KM,E
éparpiller,tsamɓaza (u-); eneza (u-),FR -> KM,E
épaule,fuzi; ɓega,FR -> KM,E
épeler,andzeledza (u-),KM -> FR,A
épervier,kwezi; khwezi,FR -> KM,E
épicerie,utuku,FR -> KM,E
épices,masala; zana,FR -> KM,E
épilepsie,kifafa,FR -> KM,E
épine,muɓa,FR -> KM,E
épingle,kulwaɓu; kulabu,FR -> KM,E
épingle; agrafe,kulabu,KM -> FR,K
épis (maïs),nkonyo; ke,FR -> KM,E
éplucher,wadja (u-); hua (u-),FR -> KM,E
éplucher; grandir; peler,hua (u-),KM -> FR,H
éplucheur,uhoa,FR -> KM,E
épluchure,kandre; kanɗe,FR -> KM,E
éponger,ɓadza (u-),FR -> KM,E
époque,zama,FR -> KM,E
époque ancienne,aswili,FR -> KM,E
époque ancienne; jadis; origine,aswili,KM -> FR,A
époque; oncle (maternel),zama,KM -> FR,Z
épouse,mushe; mhazie,FR -> KM,E
épouse; femme,mushe,KM -> FR,M
épouser,lola (u-); lolea (u-),FR -> KM,E
épouser; marier,lola (u-),KM -> FR,L
époux,mume; ɓai,FR -> KM,E
